Word		Original_root		Predicted_root
کوچس		کوچس		کوچس
کے		کا		کا
معاملہ		معاملہ		معاملہ
مےں		مےں		مےں
بھی		بھی		بھی
یہی		یہ		یہ
طریقہ_کار		طریقہ_کار		طریقہ_کار
اختیار		اختیار		اختیار
کیا		کر		کر
جانا		جا		جا
چاہئے		چاہئے		چاہئے
۔		۔		۔
انہوں		وہ		وہ
نے		نے		نے
تاہم		تاہم		تاہم
اعتراف		اعتراف		اعتراف
کیا		کر		کر
کہ		کہ		کہ
قابل		قابل		قابل
اور		اور		اور
اہل		اہل		اہل
کوچس		کوچس		کوچس
کی		کا		کا
خدمات		خدمت		خدمت
کا		کا		کا
حصول		حصول		حصول
کرکٹ		کرکٹ		کرکٹ
بورڈز		بورڈز		بورڈز
کے		کے		کا
لئے		لئے		لئے
بہت		بہت		بہت
مشکل		مشکل		مشکل
کام		کام		کام
ہے		ہے		ہے
۔		۔		۔
کوئی		کوئی		کوئی
قابل		قابل		قابل
کوچ		کوچ		کوچ
حاصل		حاصل		حاصل
کرنا		کر		کر
کرکٹ		کرکٹ		کرکٹ
بورڈز		بورڈز		بورڈز
کے		کے		کا
لئے		لئے		لئے
مشکل		مشکل		مشکل
ہوتا		ہو		ہو
ہے		ہے		ہے
اور		اور		اور
جہاں		جہاں		جہاں
تک		تک		تک
سری_لنکا		سری		سری_لنکا
کا		کا		کا
خیال		خیال		خیال
ہے		ہے		ہے
NULL		null		UUll
ان		وہ		یہ
کے		کا		کا
خیال		خیال		خیال
مےں		مےں		مےں
تمام		تمام		تمام
ہی		ہی		ہی
کھلاڑی		کھلاڑی		کھلاڑی
چاہتے		چاہ		چاہ
ہےں		ہے		ہے
کہ		کہ		کہ
ان		وہ		یہ
کا		کا		کا
کوچ		کوچ		کوچ
سری		سری		سری
لنکا		لنکا		لنکا
سے		سے		سے
ہی		ہی		ہی
تعلق		تعلق		تعلق
رکھنے		رکھ		رکھ
والا		والا		والا
ہو		ہو		ہو
۔		۔		۔
یہ		یہ		یہ
کھلاڑیوں		کھلاڑی		کھلاڑی
کی		کا		کا
پسند		پسند		پسند
بھی		بھی		بھی
ہوتی		ہو		ہو
ہے		ہے		ہے
۔		۔		۔
انہوں		وہ		وہ
نے		نے		نے
کہا		کہہ		کہہ
کہ		کہ		کہ
سری_لنکا		سری		سری_لنکا
مےں		مےں		مےں
چندیکا		چندیکا		چندیکا
ہتھورا		ہتھورا		ہتھورا
سنگھے		سنگھے		سنگھا
کی		کا		کا
خدمات		خدمت		خدمت
حاصل		حاصل		حاصل
کرنے		کر		کر
کا		کا		کا
موقع		موقع		موقع
تھا		تھا		تھا
لیکن		لیکن		لیکن
افسوس		افسوس		افسوس
کی		کا		کا
بات		بات		بات
ہے		ہے		ہے
کہ		کہ		کہ
وہ		وہ		وہ
آسٹریلیا		آسٹریلیا		آسٹریلیا
منتقل		منتقل		منتقل
ہو		ہو		ہو
گئے		جا		جا
ہیں		ہے		ہے
۔		۔		۔
چندیکا		چندیکا		چندیکا
ہتھورا		ہتھورا		ہتھورا
سنگھے		سنگھے		سنگھا
کو		کو		کو
سری_لنکائی		سری		سری_لنکائی
ٹیم		ٹیم		ٹیم
کا		کا		کا
عملا		عملا		عملا
کوچ		کوچ		کوچ
ہی		ہی		ہی
سمجھا		سمجھ		سمجھ
جاتا		جا		جا
تھا		تھا		تھا
جنہوں		جو		جو
نے		نے		نے
تین		تین		تین
سال		سال		سال
تک		تک		تک
خدمات		خدمت		خدمت
انجام		انجام		انجام
دیں		دے		دے
تاہم		تاہم		تاہم
انہیں		وہ		وہ
ڈسیپلنری		ڈسیپلنری		ڈسیپلنری
بنیادوں		بنیاد		بنیاد
پر		پر		پر
برطرف		برطرف		برطرف
کر		کر		کر
دیا		دے		دے
گیا		جا		جا
تھا		تھا		تھا
NULL		null		UUll
جس		جو		جو
کے		کے		کا
بعد		بعد		بعد
وہ		وہ		وہ
آسٹریلیا		آسٹریلیا		آسٹریلیا
کو		کو		کو
نقل		نقل		نقل
مقام		مقام		مقام
کر		کر		کر
گئے		جا		جا
۔		۔		۔
الہ_آباد		الہ_آباد		الہ_آباد
ہائیکورٹ		ہائیکورٹ		ہائیکورٹ
نے		نے		نے
بابری		بابری		بابری
مسجد		مسجد		مسجد
کے		کا		کا
مقام		مقام		مقام
پر		پر		پر
جوں		جوں		جوں
کا		کا		کا
توں		توں		توں
کے		کا		کا
موقف		موقف		موقف
کو		کو		کو
31		31		31
اگست		اگست		اگست
تک		تک		تک
توسیع		توسیع		توسیع
دی		دے		دے
ہے		ہے		ہے
۔		۔		۔
لکھنؤ		لکھنؤ		لکھنؤ
بینچ		بینچ		بینچ
نے		نے		نے
اپنے		اپنا		اپنا
دفتر		دفتر		دفتر
کو		کو		کو
ہدایت		ہدایت		ہدایت
دی		دے		دے
ہے		ہے		ہے
کہ		کہ		کہ
وہ		وہ		وہ
گزشتہ		گزشتہ		گزشتہ
سال		سال		سال
30		30		30
ستمبر		ستمبر		ستمبر
کے		کا		کا
فیصلے		فیصلے		فیصلہ
کے		کا		کا
اعلان		اعلان		اعلان
کو		کو		کو
قطعیت		قطعیت		قطعیت
دی		دے		دے
جبکہ		جبکہ		جبکہ
اس		یہ		یہ
کیس		کیس		کیس
کے		کا		کا
مختلف		مختلف		مختلف
فریقین		فریقین		فریقین
کی		کا		کا
جانب		جانب		جانب
سے		سے		سے
داخل_کردہ		داخل_کردہ		داخل_کردہ
اعتراضات		اعتراض		اعتراض
کو		کو		کو
خارج		خارج		خارج
کر		کر		کر
دیا		دے		دے
۔		۔		۔
بابری		بابری		بابری
مسجد		مسجد		مسجد
-		-		-
رام		رام		رام
جنم		جنم		جنم
بھومی		بھومی		بھومی
ملکیت		ملکیت		ملکیت
مقدمہ		مقدمہ		مقدمہ
مےں		مےں		مےں
شامل		شامل		شامل
فریقین		فریق		فریقین
مےں		مےں		مےں
سے		سے		سے
اےک		اےک		اےک
ہندو		ہندو		ہندو
مہا		مہا		مہہ
سبھا		سبھا		سبھا
کے		کا		کا
وکیل		وکیل		وکیل
ایچ		ایچ		ایچ
ایس		ایس		ایس
جین		جین		جین
کے		کے		کا
مطابق		مطابق		مطابق
خصوصی		خصوصی		خصوصی
مکمل		مکمل		مکمل
بینچ		بینچ		بینچ
جو		جو		جو
جسٹس		جسٹس		جسٹس
ایس		ایس		ایس
یو		یو		یو
خان		خان		خان
,		,		,
سدھیر		سدھیر		سدھیر
اگروال		اگروال		اگروال
اور		اور		اور
ویریندر		ویریندر		ویریندر
کمار		کمار		کمار
ڈکشٹ		ڈکشٹ		ڈکشٹ
پر		پر		پر
مشتمل		مشتمل		مشتمل
ہے		ہے		ہے
,		,		,
یہ		یہ		یہ
وضاحت		وضاحت		وضاحت
کرے		کر		کر
کہ		کہ		کہ
ستمبر		ستمبر		ستمبر
مےں		مےں		مےں
تین		تین		تین
رکنی		رکنی		رکنی
بینچ		بینچ		بینچ
نے		نے		نے
جو		جو		جو
علیحدہ		علیحدہ		علیحدہ
فیصلہ		فیصلہ		فیصلہ
سنائے		سنا		سنا
ہےں		ہے		ہے
,		,		,
ان		یہ		یہ
مےں		مےں		مےں
سے		سے		سے
اکثریتی		اکثریتی		اکثریتی
رائے		رائے		رائے
کو		کو		کو
شامل		شامل		شامل
کرتے		کر		کر
ہوئے		ہو		ہو
عدالتی		عدالتی		عدالتی
فرمان		فرمان		فرمان
کو		کو		کو
قطعیت		قطعیت		قطعیت
دی		دے		دے
جائے		جا		جا
۔		۔		۔
عدالت		عدالت		عدالت
نے		نے		نے
فیض_آباد		فیض_آباد		فیض_آباد
کمشنر		کمشنر		کمشنر
کو		کو		کو
اجازت		اجازت		اجازت
دی		دے		دے
کہ		کہ		کہ
وہ		وہ		وہ
عارضی		عارضی		عارضی
مندر		مندر		مندر
کے		کا		کا
سائبان		سائبان		سائبان
اور		اور		اور
رسیوں		رسی		رسی
کو		کو		کو
تبدیل		تبدیل		تبدیل
کریں		کر		کر
۔		۔		۔
متحدہ		متحدہ		متحدہ
عرب		عرب		عرب
امارات		امارات		امارات
(		(		(
یو		یو		یو
اے		اے		اے
ای		ای		ای
)		)		)
کی		کا		کا
عدالت		عدالت		عدالت
مےں		مےں		مےں
17		17		17
ہندوستانی		ہندوستانی		ہندوستانی
شہریوں		شہری		شہری
کی		کا		کا
دائرکردہ		دائرکردہ		دائرکردہ
اپیل		اپیل		اپیل
پر		پر		پر
سماعت		سماعت		سماعت
19		19		19
مئی		مئی		مئی
تک		تک		تک
ملتوی		ملتوی		ملتوی
کر		کر		کر
دی		دے		دے
۔		۔		۔
پاکستانی		پاکستانی		پاکستانی
شخص		شخص		شخص
کے		کا		کا
قتل		قتل		قتل
پر		پر		پر
ان		یہ		یہ
تمام		تمام		تمام
کو		کو		کو
سنائی		سنا		سنائی
گئی		جا		جا
سزا		سزا		سزا
کے		کے		کا
خلاف		خلاف		خلاف
یہ		یہ		یہ
اپیل		اپیل		اپیل
دائر		دائر		دائر
کی		کر		کا
گئی		جا		جا
تھی		تھا		تھا
۔		۔		۔
عدالت		عدالت		عدالت
نے		نے		نے
مدعی		مدعی		مدعی
علیہان		علیہان		علیہان
اور		اور		اور
مقتول		مقتول		مقتول
کے		کا		کا
ورثا		ورثا!		ورثا
کو		کو		کو
ہدایت		ہدایت		ہدایت
دی		دے		دے
کہ		کہ		کہ
وہ		وہ		وہ
آئندہ		آئندہ		آئندہ
سماعت		سماعت		سماعت
سے		سے		سے
قبل		قبل		قبل
خون_بہا		خون_بہا		خون_بہا
کا		کا		کا
تصفیہ		تصفیہ		تصفیہ
کر		کر		کر
لیں		لے		لے
۔		۔		۔
ہندوستانی		ہندوستانی		ہندوستانی
برادری		برادری		برادری
کے		کا		کا
وکلا		وکلا		وکلا
و		و		و
ارکان		ارکان		رکن
نے		نے		نے
جو		جو		جو
اس		یہ		یہ
مقدمہ		مقدمہ		مقدمہ
سے		سے		سے
نمٹ		نمٹ		نمٹ
رہے		رہ		رہ
ہےں		ہے		ہے
,		,		,
آج		آج		آج
بتایا		بتا		بتا
کہ		کہ		کہ
عدالت		عدالت		عدالت
کی		کا		کا
دی		دے		دے
گئی		جا		جا
مہلت		مہلت		مہلت
کے		کے		کا
اندر		اندر		اندر
اس		یہ		یہ
معاملے		معاملہ		معاملہ
کی		کا		کا
یکسوئی		یکسوئی		یکسوئی
کر		کر		کر
لی		لے		لے
جائےگی		جا		جا
۔		۔		۔
گزشتہ		گزشتہ		گزشتہ
سال		سال		سال
18		18		18
مارچ		مارچ		مارچ
کو		کو		کو
شارجہ		شارجہ		شارجہ
کی		کا		کا
عدالت		عدالت		عدالت
نے		نے		نے
اپنا		اپنا		اپنا
فیصلہ		فیصلہ		فیصلہ
سناتے		سنا		سنا
ہوئے		ہو		ہو
17		17		17
ہندوستانی		ہندوستانی		ہندوستانی
شہریوں		شہری		شہری
کو		کو		کو
سزائے		سزائے		سزائے
موت		موت		موت
کا		کا		کا
حکم		حکم		حکم
دیا		دے		دے
تھا		تھا		تھا
۔		۔		۔
ان		یہ		یہ
سب		سب		سب
پر		پر		پر
پاکستانی		پاکستانی		پاکستانی
شہری		شہری		شہری
مصری		مصری		مصری
خان		خان		خان
کو		کو		کو
جنوری		جنوری		جنوری
2009		2009		2009
۶		۶		۶
مےں		مےں		مےں
ہلاک		ہلاک		ہلاک
کرنے		کر		کر
کا		کا		کا
الزام		الزام		الزام
ہے		ہے		ہے
۔		۔		۔
اس		یہ		یہ
کے		کے		کا
بعد		بعد		بعد
مقدمہ		مقدمہ		مقدمہ
کی		کا		کا
اب		اب		اب
تک		تک		تک
12		12		12
سماعت		سماعت		سماعت
ہو		ہو		ہو
چکی		چک		چک
ہیں		ہے		ہے
۔		۔		۔
مہلوک		مہلوک		مہلوک
کے		کا		کا
ارکان		رکن		رکن
خاندان		خاندان		خاندان
نے		نے		نے
سمجھوتہ		سمجھوتہ		سمجھوتہ
سے		سے		سے
اتفاق		اتفاق		اتفاق
کیا		کر		کر
اور		اور		اور
کہا		کہہ		کہہ
کہ		کہ		کہ
اس		یہ		یہ
مسئلہ		مسئلہ		مسئلہ
کو		کو		کو
حل		حل		حل
کرنے		کر		کر
کی		کا		کا
ممکنہ		ممکنہ		ممکنہ
کوشش		کوشش		کوشش
کی		کر		کا
جائےگی		جا		جا
۔		۔		۔
مہلوک		مہلوک		مہلوک
کے		کا		کا
افراد		فرد		فرد
خاندان		خاندان		خاندان
کی		کی		کا
جانب		جانب		جانب
سے		سے		سے
خون_بہا		خون_بہا		خون_بہا
کی		کا		کا
رقم		رقم		رقم
کے		کا		کا
تعین		تعین		تعین
کے		کے		کا
لئے		لئے		لئے
محمد		محمد		محمد
رمضان		رمضان		رمضان
کو		کو		کو
نامزد		نامزد		نامزد
کیا		کر		کر
گیا		جا		جا
ہے		ہے		ہے
۔		۔		۔
مرکزی		مرکزی		مرکزی
وزیر		وزیر		وزیر
اقلیتی		اقلیتی		اقلیتی
بہبود		بہبود		بہبود
سلمان		سلمان		سلمان
خورشید		خورشید		خورشید
نے		نے		نے
بہرحال		بہرحال		بہرحال
بےقصور		بےقصور		بےقصور
مسلمانوں		مسلمان		مسلمان
کے		کے		کا
لئے		لئے		لئے
اپنی		اپنا		اپنا
رائے		رائے		رائے
ظاہر		ظاہر		ظاہر
کرنے		کر		کر
کا		کا		کا
موقع		موقع		موقع
تلاش		تلاش		تلاش
کر		کر		کر
ہی		ہی		ہی
لیا		لے		لے
۔		۔		۔
عبدالرحمن		عبدالرحمن		عبدالرحمن
انتولے		انتولے		انتولے
نے		نے		نے
بھی		بھی		بھی
ہیمنت		ہیمنت		ہیمنت
کرکرے		کرکرے		کرک
کی		کا		کا
ہلاکت		ہلاکت		ہلاکت
کی		کا		کا
تحقیقات		تحقیق		تحقیق
کا		کا		کا
مطالبہ		مطالبہ		مطالبہ
کیا		کر		کر
تو		تو		تو
کانگریس		کانگریس		کانگریس
ہائی		ہائی		ہائی
کمان		کمان		کمان
نے		نے		نے
ان		وہ		یہ
کے		کا		کا
لب		لب		لب
سی		سی		سی
دیئے		دے		دے
تھے		تھا		تھا
۔		۔		۔
ان		یہ		یہ
کے		کے		کا
علاوہ		علاوہ		علاوہ
کانگریس		کانگریس		کانگریس
پارٹی		پارٹی		پارٹی
کے		کا		کا
چند		چند		چند
دیگر		دیگر		دیگر
خودساختہ		خودساختہ		خودساختہ
مسلم		مسلم		مسلم
وزرا		وزیر		وزیر
بھی		بھی		بھی
مسلمانوں		مسلمان		مسلمان
کے		کا		کا
حق		حق		حق
مےں		مےں		مےں
ہمدردی		ہمدردی		ہمدردی
ظاہر		ظاہر		ظاہر
کرنے		کر		کر
کے		کے		کا
لئے		لئے		لئے
کانگریس		کانگریس		کانگریس
ہائی		ہائی		ہائی
کمان		کمان		کمان
سے		سے		سے
اجازت		اجازت		اجازت
کا		کا		کا
انتظار		انتظار		انتظار
کر		کر		کر
رہے		رہ		رہ
ہےں		ہے		ہے
تاکہ		تاکہ		تاکہ
وہ		وہ		وہ
بھی		بھی		بھی
برسرعام		برسرعام		برسرعام
مسلمانوں		مسلمان		مسلمان
کے		کا		کا
مفاد		مفاد		مفاد
مےں		مےں		مےں
بیان		بیان		بیان
دے		دے		دے
سکیں		سک		سک
۔		۔		۔
انہیں		وہ		وہ
بھی		بھی		بھی
اجازت		اجازت		اجازت
مل		مل		مل
رہی		رہ		رہ
ہے		ہے		ہے
کہ		کہ		کہ
وہ		وہ		وہ
بےقصور		بےقصور		بےقصور
مسلم		مسلم		مسلم
نوجوانوں		نوجوان		نوجوان
کے		کا		کا
حق		حق		حق
مےں		مےں		مےں
بیانات		بیان		بیان
جاری		جاری		جاری
کریں		کر		کر
۔		۔		۔
سلمان		سلمان		سلمان
خورشید		خورشید		خورشید
نے		نے		نے
کہا		کہہ		کہہ
کہ		کہ		کہ
مسلمانوں		مسلمان		مسلمان
کی		کا		کا
بہتری		بہتری		بہتری
کے		کے		کا
لئے		لئے		لئے
اپنی		اپنا		اپنا
رائے		رائے		رائے
ظاہر		ظاہر		ظاہر
کرنا		کر		کر
یا		یا		یا
آواز		آواز		آواز
اٹھانا		اٹھا		اٹھا
ہر		ہر		ہر
مسلم		مسلم		مسلم
لیڈر		لیڈر		لیڈر
کا		کا		کا
فرض		فرض		فرض
ہے		ہے		ہے
۔		۔		۔
مالیگاؤں		مالیگاں		مالیگاؤں
دھماکے		دھماکے		دھماکے
مےں		مےں		مےں
زعفرانی		زعفرانی		زعفرانی
دہشت_گردوں		دہشت_گرد		دہشت_گرد
کے		کا		کا
ملوث		ملوث		ملوث
ہونے		ہو		ہو
بعض		بعض		بعض
میڈیا		میڈیا		میڈیا
گروپس		گروپس		گروپس
کے		کا		کا
انکشاف		انکشاف		انکشاف
کے		کے		کا
بعد		بعد		بعد
مسلم		مسلم		مسلم
قائدین		قائد		قائد
نے		نے		نے
کوئی		کوئی		کوئی
لب_کشائی		لب_کشائی		لبککشای
نہیں		نہیں		نہیں
کی		کر		کا
تھی		تھا		تھا
,		,		,
کیونکہ		کیونکہ		کیونکہ
انہیں		وہ		وہ
ڈر		ڈر		ڈر
تھا		تھا		تھا
کہ		کہ		کہ
اگر		اگر		اگر
